,mole,smiles
0,CN(Cc1cccc(F)c1)C(=O)Cn1nnc2ccccc21,CN(Cc1cccc(F)c1)C(=O)Cn1nnc2ccccc21
2,O=C(Cn1nnc2ccccc21)N1CC=CCC[C@@H]1c1ccccc1,O=C(Cn1nnc2ccccc21)N1CC=CCC[C@@H]1c1ccccc1
4,CCN(C(=O)Cn1nnc2ccccc21)C(c1ccccc1)c1ccccc1,CCN(C(=O)Cn1nnc2ccccc21)C(c1ccccc1)c1ccccc1
6,CC(C)CN(Cc1ccccc1)C(=O)Cn1nnc2ccccc21,CC(C)CN(Cc1ccccc1)C(=O)Cn1nnc2ccccc21
7,C[C@@H](c1ccccc1)N(C(=O)Cn1nnc2ccccc21)C1CC1,C[C@@H](c1ccccc1)N(C(=O)Cn1nnc2ccccc21)C1CC1
8,C[C@@H](c1ccccc1)N(C)C(=O)Cn1nnc2ccccc21,C[C@@H](c1ccccc1)N(C)C(=O)Cn1nnc2ccccc21
10,C[C@H](NC(=O)Cn1nnc2ccccc21)c1cccc(Cl)c1,C[C@H](NC(=O)Cn1nnc2ccccc21)c1cccc(Cl)c1
11,COc1ccc(Cl)cc1CN(C)C(=O)Cn1nnc2ccccc21,COc1ccc(Cl)cc1CN(C)C(=O)Cn1nnc2ccccc21
12,CCN(Cc1ccccc1)C(=O)Cn1nnc2ccccc21,CCN(Cc1ccccc1)C(=O)Cn1nnc2ccccc21
14,CN(Cc1ccccc1)C(=O)Cn1nnc2ccccc21,CN(Cc1ccccc1)C(=O)Cn1nnc2ccccc21
15,C[C@H](c1cccc(C(F)(F)F)c1)N(C(=O)Cn1nnc2ccccc21)C1CC1,C[C@H](c1cccc(C(F)(F)F)c1)N(C(=O)Cn1nnc2ccccc21)C1CC1
16,C[C@H](c1cccc(Cl)c1)N(C)C(=O)Cn1nnc2ccccc21,C[C@H](c1cccc(Cl)c1)N(C)C(=O)Cn1nnc2ccccc21
18,CC[C@@H](c1ccccc1)N(CC)C(=O)Cn1nnc2ccccc21,CC[C@@H](c1ccccc1)N(CC)C(=O)Cn1nnc2ccccc21
19,O=C1C[C@H](Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,O=C1C[C@H](Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1
21,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
23,O=C1[C@H](c2cccc(Cl)c2)CCN1c1cncc2ccccc12,O=C1[C@H](c2cccc(Cl)c2)CCN1c1cncc2ccccc12
25,O=C(Nc1cncc2cnccc12)[C@@H]1CCOc2ccc(Cl)cc21,O=C(Nc1cncc2cnccc12)[C@@H]1CCOc2ccc(Cl)cc21
27,O=C(Cc1cncc2ccccc12)N(CCC1CCCCC1)Cc1cccs1,O=C(Cc1cncc2ccccc12)N(CCC1CCCCC1)Cc1cccs1
29,O=C1[C@H](c2ccc(Cl)cc2)CCCN1c1cncc2ccccc12,O=C1[C@H](c2ccc(Cl)cc2)CCCN1c1cncc2ccccc12
31,O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1,O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1
33,O=C1[C@H](c2cccc(Cl)c2)CCCN1c1cncc2ccccc12,O=C1[C@H](c2cccc(Cl)c2)CCCN1c1cncc2ccccc12
35,O=C1N[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,O=C1N[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12
37,O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12
40,O=C1C[C@H](NC(=O)[C@@H]2CCOc3ccc(Cl)cc32)CCN1,O=C1C[C@H](NC(=O)[C@@H]2CCOc3ccc(Cl)cc32)CCN1
42,Cn1c(=O)[nH]c2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c21,Cn1c(=O)[nH]c2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c21
44,O=C(Nc1cncc2c1C[NH2+]CC2)[C@@H]1CCOc2ccc(Cl)cc21,O=C(Nc1cncc2c1C[NH2+]CC2)[C@@H]1CCOc2ccc(Cl)cc21
46,[NH3+]C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,[NH3+]C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
48,CCC(=O)N(C(=O)[C@@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12,CCC(=O)N(C(=O)[C@@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12
50,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O[C@H]2CC(=O)N2)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O[C@H]2CC(=O)N2)c1
52,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1
53,CC(C)Oc1ccc(N(C(=O)c2c[nH+]c[nH]2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,CC(C)Oc1ccc(N(C(=O)c2c[nH+]c[nH]2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
54,NC(=O)N1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,NC(=O)N1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21
56,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)nc1,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)nc1
58,O=C1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1,O=C1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1
60,O=C(Cc1cc(F)ccc1F)Nc1cncc2ccccc12,O=C(Cc1cc(F)ccc1F)Nc1cncc2ccccc12
62,O=C(Cc1ccc(Cl)cn1)Nc1cncc2ccccc12,O=C(Cc1ccc(Cl)cn1)Nc1cncc2ccccc12
64,O=C(Cc1cccc(F)c1)Nc1cncc2ccccc12,O=C(Cc1cccc(F)c1)Nc1cncc2ccccc12
66,Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1,Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1
68,N#Cc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,N#Cc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1
69,O=C(Cc1ccc(F)cc1)Nc1cncc2ccccc12,O=C(Cc1ccc(F)cc1)Nc1cncc2ccccc12
71,N#Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1,N#Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1
72,O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12,O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12
74,O=C(Nc1cncc2ccccc12)[C@@H]1CCN(Cc2nnc[nH]2)c2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1CCN(Cc2nnc[nH]2)c2ccc(Cl)cc21
76,[NH3+][C@@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,[NH3+][C@@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1
77,O=C(Cc1ccc(F)c(Cl)c1)Nc1cncc2ccccc12,O=C(Cc1ccc(F)c(Cl)c1)Nc1cncc2ccccc12
79,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2c(Cl)cc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2c(Cl)cc(Cl)cc21
81,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2cc(Cl)c(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2cc(Cl)c(Cl)cc21
82,C[C@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,C[C@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1
84,O=C(Nc1cncc2ccccc12)[C@@H]1CCN(Cc2ncc[nH]2)c2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1CCN(Cc2ncc[nH]2)c2ccc(Cl)cc21
86,CS(=O)(=O)c1ccc2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c2c1,CS(=O)(=O)c1ccc2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c2c1
88,O=C(Nc1cncc2ccccc12)[C@]1(O)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(O)CCOc2ccc(Cl)cc21
90,O=C(Cc1cncc(Cl)c1)Nc1cncc2ccccc12,O=C(Cc1cncc(Cl)c1)Nc1cncc2ccccc12
92,C[NH2+][C@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,C[NH2+][C@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1
94,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2cc(F)c(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2cc(F)c(Cl)cc21
96,CO[C@@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,CO[C@@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1
98,COc1ccc2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c2c1,COc1ccc2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c2c1
101,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21
103,CC(=O)N1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,CC(=O)N1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21
105,C[NH+](C)CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C[NH+](C)CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
107,O=C(Cn1ccnc1)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(Cn1ccnc1)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
109,O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCOc2ccc(Cl)cc21
110,CN1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,CN1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21
113,O=C(Nc1cncc2ccccc12)C(F)(F)c1ccc(Cl)c(Cl)c1,O=C(Nc1cncc2ccccc12)C(F)(F)c1ccc(Cl)c(Cl)c1
115,CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1,CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1
117,COCCO[C@@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,COCCO[C@@H](C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1
119,CNC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CNC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
121,O=C1C[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,O=C1C[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12
123,[NH3+][C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,[NH3+][C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
125,CCC(=O)N(C(=O)[C@@H]1COc2ccc(Cl)cc21)c1cncc2ccccc12,CCC(=O)N(C(=O)[C@@H]1COc2ccc(Cl)cc21)c1cncc2ccccc12
127,Cn1ccc(C[NH2+]C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,Cn1ccc(C[NH2+]C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1
129,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC[NH+](CCCO)CC1,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC[NH+](CCCO)CC1
130,O=C(Nc1cncc2ccccc12)[C@@H]1C[NH2+]Cc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1C[NH2+]Cc2ccc(Cl)cc21
132,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21
134,CCS(=O)(=O)N1CCN(c2cc(Cl)cc(CC(=O)Nc3cncc4ccccc34)c2)CC1,CCS(=O)(=O)N1CCN(c2cc(Cl)cc(CC(=O)Nc3cncc4ccccc34)c2)CC1
135,COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCNc2ccc(Cl)cc21,COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCNc2ccc(Cl)cc21
136,O=C1[C@@H](c2ccc(Cl)c(Cl)c2)CCCN1c1cncc2ccccc12,O=C1[C@@H](c2ccc(Cl)c(Cl)c2)CCCN1c1cncc2ccccc12
137,C[C@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,C[C@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12
138,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2c(F)cc(F)cc21,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2c(F)cc(F)cc21
141,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21
142,O=C(Nc1cncc2ccccc12)[C@@H]1CCSc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1CCSc2ccc(Cl)cc21
143,COCC(=O)N[C@@](C)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,COCC(=O)N[C@@](C)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1
144,CC(C)[N@H+]1CCO[C@@H](C(=O)N[C@@](C)(C(=O)Nc2cncc3ccccc23)c2ccc(Cl)c(Cl)c2)C1,CC(C)[N@H+]1CCO[C@@H](C(=O)N[C@@](C)(C(=O)Nc2cncc3ccccc23)c2ccc(Cl)c(Cl)c2)C1
145,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC[C@@H]1c1cn[nH]c1,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC[C@@H]1c1cn[nH]c1
146,C[C@](NC(=O)CN1CCN(C2CC2)C1=O)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,C[C@](NC(=O)CN1CCN(C2CC2)C1=O)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1
149,CC(=O)N1C[C@H]2C[C@@H]1CN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(=O)N1C[C@H]2C[C@@H]1CN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
151,C[N@@H+]1CC[C@H](C(=O)N[C@@](C)(C(=O)Nc2cncc3ccccc23)c2ccc(Cl)c(Cl)c2)C1,C[N@@H+]1CC[C@H](C(=O)N[C@@](C)(C(=O)Nc2cncc3ccccc23)c2ccc(Cl)c(Cl)c2)C1
152,O=C(Cc1cc(Cl)cc(N2CCN(C(=O)c3ccco3)CC2)c1)Nc1cncc2ccccc12,O=C(Cc1cc(Cl)cc(N2CCN(C(=O)c3ccco3)CC2)c1)Nc1cncc2ccccc12
154,CN1C(=O)N(c2cncc3ccccc23)C(=O)[C@@]12CCOc1ccc(Cl)cc12,CN1C(=O)N(c2cncc3ccccc23)C(=O)[C@@]12CCOc1ccc(Cl)cc12
155,C[C@@]1(C(=O)Nc2cncc3ccccc23)C(=O)Nc2ccc(Cl)cc21,C[C@@]1(C(=O)Nc2cncc3ccccc23)C(=O)Nc2ccc(Cl)cc21
156,C[N@@H+]1C[C@@H]2C[C@H]1CN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C[N@@H+]1C[C@@H]2C[C@H]1CN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
157,C[N@@H+]1CCc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,C[N@@H+]1CCc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12
158,CCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,CCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1
161,O=C(Nc1cncc2ccccc12)[C@@H]1[NH2+]CCc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1[NH2+]CCc2ccc(Cl)cc21
162,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC[C@@H]1Cn1ccnc1,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC[C@@H]1Cn1ccnc1
163,CC(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,CC(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
165,O=C1N(c2cncc3ccccc23)CCC[C@]12CCOc1ccc(Cl)cc12,O=C1N(c2cncc3ccccc23)CCC[C@]12CCOc1ccc(Cl)cc12
167,O=C1[C@@H](c2cccc(Cl)c2)CCN1c1cncc2ccccc12,O=C1[C@@H](c2cccc(Cl)c2)CCN1c1cncc2ccccc12
169,O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCOc2cc(F)c(Cl)cc21,O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCOc2cc(F)c(Cl)cc21
171,CNC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CNC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
173,O=C(Nc1cncc2cnccc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21,O=C(Nc1cncc2cnccc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21
174,NC(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,NC(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
176,O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21,O=C(Nc1cncc2ccc(F)cc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21
177,C[C@@]1(C(=O)Nc2cncc3ccccc23)CNc2ccc(Cl)cc21,C[C@@]1(C(=O)Nc2cncc3ccccc23)CNc2ccc(Cl)cc21
178,O=C(Nc1cnccc1C1CC1)[C@@H]1CCNc2cc(Cl)c(Cl)cc21,O=C(Nc1cnccc1C1CC1)[C@@H]1CCNc2cc(Cl)c(Cl)cc21
179,C[C@H]1c2nncn2CCN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C[C@H]1c2nncn2CCN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
181,CC(C)(C)Oc1ccncc1NC(=O)Cc1cccc(Cl)c1,CC(C)(C)Oc1ccncc1NC(=O)Cc1cccc(Cl)c1
183,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C(F)(F)F,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C(F)(F)F
184,O=C1N(c2cncc3ccccc23)CCC[C@]12CCNc1ccc(Cl)cc12,O=C1N(c2cncc3ccccc23)CCC[C@]12CCNc1ccc(Cl)cc12
186,CO[C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CCOc2ccc(Cl)cc21,CO[C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CCOc2ccc(Cl)cc21
188,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)c2ncc[nH]2)Cc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)c2ncc[nH]2)Cc2ccc(Cl)cc21
190,CN(C)C(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,CN(C)C(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
192,CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
194,C[C@@H]1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)C1,C[C@@H]1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)C1
196,C=CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C=CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
197,Cn1nccc1C(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,Cn1nccc1C(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
199,CNC(=O)C[N@H+]1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,CNC(=O)C[N@H+]1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
201,COC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
202,COCC[N@H+]1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,COCC[N@H+]1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
203,Cn1ncc2cncc(NC(=O)Cc3cccc(Cl)c3)c21,Cn1ncc2cncc(NC(=O)Cc3cccc(Cl)c3)c21
205,CNc1cncc(NC(=O)[C@@H]2CCOc3ccc(Cl)cc32)c1C,CNc1cncc(NC(=O)[C@@H]2CCOc3ccc(Cl)cc32)c1C
206,O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1,O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1
207,O=C1N(c2cncc3ccc(F)cc23)CC[C@]12COc1ccc(Cl)cc12,O=C1N(c2cncc3ccc(F)cc23)CC[C@]12COc1ccc(Cl)cc12
209,N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)C1,N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)C1
211,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)N2CCC2)Cc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)N2CCC2)Cc2ccc(Cl)cc21
213,COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)C1,COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)C1
215,CO[C@@]1(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21,CO[C@@]1(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21
217,O=C1N(c2cncc3ccccc23)CC[C@@]1(O)c1cccc(Cl)c1,O=C1N(c2cncc3ccccc23)CC[C@@]1(O)c1cccc(Cl)c1
219,CNS(=O)(=O)c1ccc2c(NC(=O)[C@]3(OC)CCOc4ccc(Cl)cc43)cncc2c1,CNS(=O)(=O)c1ccc2c(NC(=O)[C@]3(OC)CCOc4ccc(Cl)cc43)cncc2c1
221,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1
225,CC(C)(O)c1ccc2cncc(NC(=O)[C@@H]3CCNc4ccc(Cl)cc43)c2c1,CC(C)(O)c1ccc2cncc(NC(=O)[C@@H]3CCNc4ccc(Cl)cc43)c2c1
227,CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O
229,CO[C@@]1(C(=O)Nc2cncc3cc(F)ccc23)CCOc2ccc(Cl)cc21,CO[C@@]1(C(=O)Nc2cncc3cc(F)ccc23)CCOc2ccc(Cl)cc21
230,N#CCNC(=O)C[N@H+]1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,N#CCNC(=O)C[N@H+]1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
231,COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
233,CN(CC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,CN(CC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
235,COc1cc2c(NC(=O)Cc3cccc(Cl)c3)cncc2cc1F,COc1cc2c(NC(=O)Cc3cccc(Cl)c3)cncc2cc1F
236,COC(=O)CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,COC(=O)CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
238,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1
