smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id
O=C(OCc1ccc(Cl)cc1Cl)c1cc([N+](=O)[O-])ccc1Cl,0.0048,0.0041,0.003,0.0009,0.3798,0.0471,0.0244,0.0179,0.1328,0.0151,0.0084,0.0067,0.5829,0.0901,0.038,0.0518,0.2709,0.0176,0.0129,0.0147,0.2251,0.0201,0.0156,0.02,0.345,0.0485,0.0307,0.0285,0.1274,0.0269,0.0138,0.0098,0.0001,0.0028,0.0005,0.0,0.2854,0.3794,0.8446,0.8723,0.9721,0.5948,0.4799,0.4952,0.2367,0.2299,0.0303,0.0164,0.0167,0.5734,0.7523,0.6875,1290
COc1cc(OC)c(OC)cc1C=CC(=O)c1csc(C(=O)O)c1,0.0018,0.0014,0.0011,0.0003,0.4712,0.0962,0.0453,0.0238,0.2272,0.0399,0.0211,0.0127,0.6004,0.1253,0.0518,0.058,0.0593,0.0018,0.002,0.0061,0.2309,0.0215,0.0171,0.0228,0.4101,0.079,0.0494,0.0417,0.1416,0.032,0.0163,0.0112,0.0,0.0002,0.0003,0.0,0.3143,0.1678,0.1607,0.0028,0.0908,0.7079,0.5768,0.5968,0.5401,0.2381,0.0441,0.0227,0.0196,0.3509,0.7152,0.8,1289
CC(OC(=O)C1(c2ccc(F)cc2)CCCC1)C(=O)Nc1cccc([N+](=O)[O-])c1,0.0031,0.0026,0.0019,0.0006,0.035,0.0011,0.0015,0.0063,0.0328,0.0019,0.0015,0.0032,0.151,0.0033,0.003,0.0149,0.017,0.0004,0.0006,0.0031,0.0455,0.0014,0.0016,0.0079,0.0254,0.0009,0.0013,0.0067,0.0537,0.0093,0.0058,0.0063,0.0,0.3071,0.3936,0.0006,0.156,0.1038,0.5018,0.7818,0.2697,0.2566,0.2869,0.3122,0.1908,0.0404,0.0364,0.0456,0.0055,0.3177,0.7459,0.770492,1288
O=C(Oc1ccccc1[N+](=O)[O-])c1cc2c(nc3sccn32)s1,0.0025,0.002,0.0014,0.0004,0.3931,0.0807,0.0383,0.0145,0.0494,0.0034,0.0024,0.0039,0.5112,0.09,0.0379,0.0365,0.1713,0.0079,0.0067,0.0108,0.1031,0.0051,0.0048,0.0124,0.1166,0.007,0.0066,0.0145,0.047,0.008,0.0052,0.0059,0.0,0.0001,0.0,0.0,0.0555,0.2979,0.225,0.1165,0.1176,0.303,0.4596,0.5236,0.2009,0.1549,0.0227,0.0115,0.011,0.2555,0.6732,0.763889,1286
Cc1cc2oc(=O)cc(COC(=O)C3CSC4(C)CCC(=O)N34)c2cc1Cl,0.0064,0.0057,0.0041,0.0013,0.3295,0.0275,0.0152,0.015,0.0286,0.0016,0.0013,0.003,0.2887,0.0112,0.0073,0.0229,0.0315,0.0008,0.001,0.0042,0.0581,0.0021,0.0022,0.009,0.0615,0.0028,0.0032,0.0103,0.0446,0.0075,0.0049,0.0058,0.0003,0.133,0.0012,0.0,0.0037,0.0956,0.022,0.0003,0.0008,0.0892,0.016,0.1617,0.0834,0.0943,0.0214,0.0045,0.008,0.0525,0.7355,0.79798,1285
O=C(Oc1ccc(Cl)c2cccnc12)C1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,0.0031,0.0027,0.0019,0.0006,0.4543,0.0715,0.0347,0.0235,0.0541,0.0039,0.0027,0.0041,0.4701,0.0332,0.0173,0.0424,0.434,0.0541,0.0337,0.0243,0.1632,0.011,0.0093,0.0167,0.0979,0.0054,0.0054,0.0135,0.1127,0.0231,0.0122,0.0092,0.7175,0.0067,0.0001,0.0,0.436,0.2808,0.351,0.765,0.9766,0.5681,0.6252,0.336,0.1773,0.2786,0.0235,0.013,0.0149,0.5018,0.661,0.797872,1283
O=C1COc2ccc(Nc3ccc([N+](=O)[O-])cc3Cl)cc2N1,0.0042,0.0035,0.0026,0.0008,0.4211,0.0817,0.0389,0.0178,0.1302,0.0146,0.0083,0.0069,0.5835,0.1693,0.066,0.0469,0.2026,0.0106,0.0086,0.0126,0.2312,0.0213,0.0166,0.0211,0.3569,0.0532,0.0333,0.0298,0.0841,0.016,0.0091,0.0079,0.0,0.0009,0.0041,0.0055,0.0642,0.3797,0.3095,0.9166,0.2754,0.433,0.5092,0.5577,0.2926,0.2237,0.0412,0.0208,0.0166,0.4153,0.7245,0.745455,1279
O=C(NNc1ccccc1C(F)(F)F)c1cccc[n+]1[O-],0.0113,0.0109,0.0078,0.0025,0.3655,0.0476,0.0248,0.0166,0.0619,0.0047,0.0032,0.0045,0.3878,0.0223,0.0125,0.0309,0.0438,0.0012,0.0014,0.0051,0.0772,0.0032,0.0032,0.0107,0.1,0.0056,0.0056,0.0138,0.0741,0.0137,0.008,0.0074,0.0,0.0876,0.0,0.0,0.4626,0.4022,0.1846,0.6248,0.6886,0.4547,0.4833,0.4824,0.2877,0.1246,0.0219,0.0074,0.0102,0.4523,0.7116,0.761905,1278
CN(Cc1c(F)cccc1Cl)c1ncc([N+](=O)[O-])c(N)n1,0.0046,0.004,0.0029,0.0009,0.4392,0.2341,0.1003,0.0122,0.0616,0.0047,0.0031,0.0044,0.5353,0.1445,0.0572,0.0381,0.2516,0.0154,0.0116,0.0142,0.1619,0.0109,0.0092,0.0162,0.2968,0.0343,0.023,0.025,0.076,0.0141,0.0082,0.0075,0.0002,0.0182,0.0069,0.0004,0.0302,0.2336,0.3233,0.5909,0.1226,0.2557,0.4865,0.6173,0.3142,0.203,0.0533,0.0247,0.0132,0.3305,0.7785,0.758065,1277
COc1cc(C(=O)C=Cc2cc(OC)c(OC)c(OC)c2)ccc1SCC(=O)O,0.0024,0.002,0.0014,0.0004,0.4368,0.0402,0.0231,0.0409,0.2419,0.0431,0.0218,0.0118,0.6469,0.1087,0.0566,0.142,0.1177,0.0045,0.0044,0.0092,0.3513,0.0528,0.0374,0.0314,0.2573,0.0258,0.0193,0.0265,0.1276,0.0273,0.0141,0.0102,0.0,0.0,0.0,0.0004,0.1412,0.1507,0.1533,0.0012,0.0472,0.4998,0.2674,0.5194,0.378,0.2424,0.0338,0.0198,0.0303,0.2398,0.6737,0.779661,1274
CC(=O)Nc1nc(C(=O)Oc2ccc(-c3ccccc3)cc2Cl)cs1,0.0025,0.0021,0.0015,0.0004,0.1914,0.0101,0.0074,0.013,0.0488,0.0034,0.0024,0.0039,0.3608,0.0179,0.0104,0.0281,0.0406,0.0011,0.0013,0.005,0.1294,0.0072,0.0064,0.014,0.0813,0.004,0.0043,0.0119,0.0632,0.0112,0.0068,0.0068,0.0444,0.2133,0.0187,0.0003,0.124,0.2544,0.4105,0.7173,0.5603,0.4433,0.3019,0.4933,0.2621,0.1069,0.03,0.0066,0.0093,0.3963,0.7143,0.79661,1272
O=C(CC1SC(c2cc3ccccc3oc2=O)=NC1=O)Nc1ccc(Cl)cc1,0.0105,0.0095,0.007,0.0024,0.5044,0.2262,0.1009,0.0221,0.1193,0.013,0.0075,0.0066,0.5319,0.0662,0.0302,0.0474,0.1752,0.0088,0.0077,0.0129,0.1613,0.0113,0.0095,0.0166,0.2637,0.0284,0.0201,0.0241,0.0523,0.009,0.0057,0.0063,0.0,0.0,0.0004,0.0,0.2769,0.5841,0.2008,0.0854,0.4598,0.6674,0.5997,0.5282,0.301,0.2021,0.0414,0.021,0.0154,0.4115,0.7012,0.779412,1271
CC1(C)Cc2cccc(OCCNc3ncc([N+](=O)[O-])c(N)n3)c2O1,0.0008,0.0006,0.0005,0.0001,0.4558,0.1574,0.0669,0.014,0.0341,0.002,0.0016,0.0032,0.5253,0.1544,0.0608,0.0362,0.103,0.0037,0.0036,0.0081,0.0697,0.0027,0.0028,0.0098,0.2475,0.0231,0.0168,0.0221,0.064,0.0114,0.0069,0.0068,0.0,0.0,0.0,0.0,0.0055,0.0543,0.0029,0.0,0.0019,0.0063,0.0198,0.1607,0.0918,0.1667,0.0395,0.0177,0.0112,0.0381,0.7214,0.771084,1269
Nc1nc(Cl)cc(NCc2cccc(Cn3ccnc3)c2)n1,0.0041,0.0036,0.0026,0.0008,0.4844,0.1194,0.0504,0.0164,0.0496,0.0034,0.0024,0.0039,0.527,0.077,0.0327,0.0388,0.0265,0.0006,0.0008,0.0039,0.1305,0.0072,0.0064,0.0141,0.2158,0.0175,0.0136,0.0206,0.1021,0.0201,0.0109,0.0087,0.0,0.0002,0.0001,0.0,0.0333,0.2614,0.0403,0.0033,0.0165,0.1031,0.1344,0.2937,0.1558,0.1711,0.0277,0.0133,0.0119,0.1157,0.7297,0.819444,1268
CCCCS(=O)(=O)N1CCC(CNc2nc(N)c3ccccc3n2)C1,0.0053,0.0048,0.0034,0.001,0.5899,0.1203,0.0493,0.0281,0.0639,0.0048,0.0032,0.0045,0.6115,0.1002,0.0416,0.0585,0.136,0.0055,0.005,0.0098,0.1255,0.0066,0.006,0.0143,0.2042,0.0159,0.0128,0.0209,0.0779,0.0143,0.0083,0.0075,0.0003,0.0004,0.0003,0.0001,0.0282,0.1025,0.0057,0.0,0.219,0.1892,0.1506,0.3904,0.258,0.2016,0.0303,0.0144,0.0161,0.1493,0.6348,0.746479,1266
O=[N+]([O-])c1c(Cl)cccc1OCCOCC(F)(F)C(F)(F)F,0.0042,0.0036,0.0026,0.0008,0.3887,0.3264,0.1475,0.0096,0.073,0.006,0.0039,0.0048,0.4837,0.3196,0.1262,0.03,0.4576,0.0592,0.0346,0.0216,0.2737,0.031,0.0227,0.0226,0.4327,0.0919,0.0512,0.0334,0.0911,0.0176,0.0097,0.0082,0.0,0.0001,0.0001,0.0,0.0783,0.2979,0.4689,0.0112,0.0957,0.4307,0.2171,0.399,0.2065,0.245,0.095,0.0443,0.0146,0.245,0.6762,0.653846,1263
N#CC(=Cc1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1,0.0022,0.0017,0.0013,0.0004,0.399,0.331,0.1467,0.0094,0.0901,0.0082,0.005,0.0054,0.5366,0.1989,0.0764,0.0363,0.5033,0.0775,0.0424,0.0225,0.1923,0.0151,0.0121,0.0178,0.306,0.0364,0.024,0.0251,0.08,0.015,0.0086,0.0077,0.0,0.0,0.0,0.0,0.8542,0.726,0.9502,0.997,0.9993,0.9494,0.9332,0.8916,0.4926,0.2344,0.076,0.0352,0.0138,0.8659,0.8125,0.661765,1258
N#CC(=Cc1ccc([N+](=O)[O-])o1)C(=O)Nc1ncc(Cc2cc(Cl)ccc2Cl)s1,0.0039,0.0031,0.0023,0.0008,0.445,0.2616,0.1123,0.0124,0.0551,0.004,0.0028,0.0042,0.5209,0.0801,0.034,0.0381,0.2749,0.0178,0.013,0.0145,0.2248,0.0204,0.0157,0.0195,0.1944,0.0154,0.0122,0.0189,0.0641,0.0114,0.0069,0.0069,0.0,0.0,0.0,0.0,0.4922,0.3995,0.0556,0.2303,0.9729,0.6206,0.6989,0.7754,0.2952,0.1981,0.046,0.0221,0.0128,0.5045,0.7145,0.695122,1257
O=C(CCn1cnc([N+](=O)[O-])c1)Nc1nc(-c2ccc[nH]2)cs1,0.0032,0.0028,0.002,0.0006,0.3693,0.0704,0.0346,0.0141,0.033,0.002,0.0015,0.0032,0.5296,0.1681,0.0664,0.0377,0.0412,0.0011,0.0013,0.0049,0.082,0.0036,0.0035,0.0108,0.068,0.0033,0.0036,0.0109,0.0485,0.0083,0.0054,0.0061,0.0,0.0001,0.0001,0.0,0.0106,0.2274,0.0192,0.0002,0.0071,0.2764,0.0584,0.2698,0.2144,0.1305,0.0289,0.0132,0.0098,0.1204,0.6537,0.766234,1252
COc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])s3)CC2)cc1OC,0.003,0.0026,0.0018,0.0005,0.2593,0.0216,0.0142,0.0184,0.1018,0.01,0.0061,0.0061,0.5605,0.0751,0.0374,0.076,0.0902,0.0032,0.0034,0.0083,0.1298,0.0078,0.0071,0.0163,0.2221,0.0226,0.018,0.0268,0.0545,0.0095,0.006,0.0064,0.0,0.0885,0.3035,0.0134,0.3399,0.265,0.8027,0.2606,0.2069,0.4348,0.6909,0.5542,0.2899,0.1579,0.0268,0.0442,0.0192,0.4272,0.7782,0.77027,1251
O=C(C1CCCN(c2ccsc2[N+](=O)[O-])C1)N1CCOCC1,0.004,0.0034,0.0025,0.0007,0.4361,0.1249,0.0547,0.0142,0.0321,0.0019,0.0015,0.0031,0.5373,0.108,0.0441,0.0397,0.0718,0.0022,0.0024,0.0065,0.0931,0.0043,0.0041,0.0116,0.1846,0.0143,0.0115,0.0188,0.0469,0.008,0.0052,0.0059,0.0,0.5663,0.0072,0.0,0.0069,0.1305,0.0658,0.0152,0.0004,0.141,0.1924,0.1255,0.1875,0.1562,0.0926,0.0148,0.0112,0.0961,0.6469,0.734375,1249
CN(c1ccccc1F)S(=O)(=O)c1cc(C(=O)O)c(F)cc1Cl,0.0156,0.0152,0.011,0.0037,0.1995,0.0118,0.0095,0.0228,0.1008,0.0099,0.0061,0.0063,0.5372,0.0556,0.0271,0.057,0.0786,0.0027,0.0028,0.0077,0.1578,0.0107,0.0094,0.0182,0.0842,0.0047,0.005,0.0141,0.1699,0.0412,0.0201,0.0125,0.0006,0.083,0.0228,0.0005,0.012,0.2549,0.1526,0.1907,0.0059,0.4806,0.1751,0.3559,0.1841,0.1494,0.0261,0.0126,0.0159,0.2013,0.6969,0.785714,1246
Clc1ccc(COCCNc2ccnc3cnccc23)cc1,0.0032,0.0027,0.002,0.0006,0.4838,0.0718,0.0326,0.0214,0.0591,0.0043,0.003,0.0044,0.5566,0.061,0.0272,0.0482,0.1605,0.0072,0.0063,0.0111,0.1721,0.0115,0.0096,0.017,0.1904,0.0143,0.0117,0.0198,0.0966,0.0187,0.0102,0.0084,0.1845,0.0001,0.0,0.0007,0.0471,0.2738,0.3858,0.1221,0.7735,0.5125,0.2592,0.4701,0.2251,0.2119,0.0213,0.0114,0.0146,0.341,0.7016,0.8,1245
CC1CCCC(Sc2ccc([N+](=O)[O-])c3cnccc23)C1,0.0072,0.0065,0.0047,0.0015,0.5078,0.1382,0.0589,0.0198,0.0768,0.0064,0.0041,0.005,0.593,0.0865,0.0367,0.0549,0.3688,0.0345,0.0233,0.021,0.1411,0.0084,0.0074,0.0158,0.1686,0.0121,0.0103,0.0188,0.1256,0.0265,0.0137,0.0098,0.001,0.0009,0.0005,0.0004,0.166,0.2365,0.0754,0.0025,0.2416,0.3415,0.2389,0.6086,0.2136,0.2211,0.0356,0.0177,0.0163,0.236,0.7675,0.8,1243
O=[N+]([O-])c1ccc(C=NNc2cccc(C(F)(F)F)c2)o1,0.0033,0.0027,0.0019,0.0006,0.3517,0.4179,0.1978,0.0075,0.0858,0.0076,0.0047,0.0052,0.4837,0.3085,0.1214,0.0299,0.4236,0.0464,0.0279,0.0195,0.2081,0.0175,0.0138,0.0188,0.4376,0.0923,0.0507,0.0325,0.0951,0.0187,0.0103,0.0084,0.0,0.0004,0.0,0.0,0.8773,0.7185,0.9825,0.9932,0.9988,0.9165,0.9087,0.8021,0.5308,0.2321,0.1013,0.0476,0.0136,0.8587,0.7966,0.519231,1239
Cc1cnccc1Sc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.0029,0.0025,0.0018,0.0005,0.4588,0.1416,0.0609,0.0151,0.0725,0.006,0.0039,0.0049,0.4774,0.0435,0.0212,0.0393,0.0632,0.0019,0.0022,0.0065,0.2111,0.0181,0.0143,0.0194,0.0787,0.0039,0.0042,0.012,0.0513,0.0088,0.0056,0.0062,0.0,0.0,0.0,0.0,0.0513,0.1397,0.0081,0.0007,0.0293,0.1985,0.19,0.2421,0.1053,0.1573,0.0251,0.0127,0.0115,0.1072,0.7424,0.538462,1238
Nc1nc(Cl)cc(NCCc2cc(F)cc3c2OCOC3)n1,0.0024,0.002,0.0014,0.0004,0.4758,0.1014,0.044,0.0174,0.0591,0.0044,0.003,0.0044,0.5537,0.1124,0.0452,0.0413,0.0774,0.0025,0.0027,0.0071,0.1816,0.0129,0.0107,0.0177,0.1493,0.0098,0.0086,0.0169,0.1019,0.0201,0.0109,0.0087,0.0,0.0,0.0,0.0,0.0209,0.1667,0.0548,0.0003,0.1105,0.0593,0.0774,0.2125,0.1487,0.1779,0.0295,0.0141,0.0127,0.0946,0.7298,0.84058,1233
Cc1cc(N2CCC(C(=O)NCCc3ccccc3F)CC2)nc(N)n1,0.0067,0.0063,0.0045,0.0014,0.379,0.0299,0.0159,0.0185,0.0244,0.0013,0.001,0.0027,0.393,0.0227,0.0126,0.0307,0.0118,0.0002,0.0004,0.0026,0.0302,0.0008,0.001,0.0063,0.1639,0.0111,0.0097,0.0183,0.0553,0.0095,0.006,0.0064,0.0077,0.1812,0.0536,0.0015,0.0084,0.1236,0.0304,0.0,0.0118,0.0963,0.142,0.1834,0.2514,0.1191,0.0292,0.0116,0.0098,0.0942,0.7053,0.759036,1229
Nc1nc(Cl)cc(N(CC2CCCO2)CC2CCCO2)n1,0.0052,0.0045,0.0033,0.001,0.4976,0.1304,0.0542,0.0167,0.0516,0.0036,0.0025,0.004,0.5817,0.15,0.0582,0.0449,0.1152,0.0043,0.0041,0.0086,0.1714,0.0115,0.0096,0.0169,0.1871,0.0137,0.0113,0.0191,0.1305,0.0277,0.0141,0.0099,0.0001,0.0007,0.0006,0.0003,0.0445,0.1087,0.0682,0.0022,0.0009,0.018,0.0109,0.1265,0.1025,0.1934,0.0385,0.0175,0.0135,0.0536,0.7915,0.84058,1228
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)cc1NCC1COCCO1,0.0085,0.0077,0.0056,0.0018,0.4453,0.1452,0.0633,0.0147,0.0802,0.0069,0.0044,0.0051,0.5527,0.1054,0.043,0.0421,0.2603,0.0161,0.012,0.0141,0.1909,0.0146,0.0119,0.0179,0.3353,0.0457,0.0292,0.0277,0.1076,0.0217,0.0116,0.0089,0.0002,0.0001,0.0,0.0,0.1361,0.4047,0.6647,0.9625,0.6814,0.4217,0.4485,0.5291,0.3159,0.2201,0.0404,0.0201,0.0147,0.5072,0.7674,0.802469,1227
N#Cc1c(N)sc2c1CCN(c1nc(N)c3ccccc3n1)C2,0.0015,0.0011,0.0008,0.0002,0.4893,0.1158,0.05,0.0188,0.0455,0.003,0.0022,0.0038,0.4994,0.0504,0.0235,0.04,0.0211,0.0005,0.0007,0.0035,0.082,0.0035,0.0034,0.011,0.1129,0.0064,0.0062,0.0144,0.0533,0.0092,0.0058,0.0063,0.0,0.0001,0.0002,0.0001,0.1981,0.2167,0.0527,0.0551,0.067,0.5041,0.1636,0.3085,0.2415,0.145,0.0211,0.0103,0.0109,0.2008,0.7438,0.72549,1225
O=C(NCCNc1nc2ccccc2s1)c1csc([N+](=O)[O-])c1,0.002,0.0017,0.0012,0.0004,0.3833,0.0767,0.037,0.0146,0.0541,0.0039,0.0027,0.0041,0.5531,0.1224,0.0494,0.0426,0.2309,0.0132,0.0103,0.0133,0.1241,0.007,0.0062,0.0139,0.1682,0.0124,0.0103,0.0178,0.058,0.0102,0.0063,0.0066,0.0,0.0001,0.0001,0.0,0.02,0.2132,0.617,0.9014,0.8177,0.4373,0.5339,0.5245,0.1669,0.1749,0.0275,0.0137,0.0126,0.4702,0.6337,0.763158,1221
NC(=O)c1ccc(SCC(=O)OCC(=O)N2CCN(C(=O)c3ccco3)CC2)c([N+](=O)[O-])c1,0.0167,0.0169,0.0121,0.0039,0.1241,0.0059,0.0053,0.0132,0.0527,0.0038,0.0026,0.0041,0.3203,0.014,0.0097,0.0376,0.0568,0.0017,0.0019,0.006,0.2074,0.0181,0.0145,0.0201,0.0775,0.0042,0.0045,0.0131,0.057,0.01,0.0062,0.0065,0.0024,0.1479,0.0697,0.0043,0.0845,0.1639,0.5741,0.022,0.5603,0.2247,0.4346,0.3736,0.3726,0.1017,0.0247,0.0141,0.0121,0.3122,0.6348,0.747475,1220
Cc1csc(Sc2ccc([N+](=O)[O-])cc2C(=O)OCC(N)=O)n1,0.0047,0.0041,0.003,0.0009,0.3083,0.0325,0.0182,0.0139,0.0513,0.0036,0.0025,0.004,0.5153,0.0693,0.0306,0.04,0.0463,0.0013,0.0015,0.0052,0.1379,0.0084,0.0073,0.0147,0.1908,0.0153,0.0123,0.0193,0.0688,0.0125,0.0074,0.0072,0.0,0.1245,0.0323,0.0,0.0529,0.1547,0.317,0.0189,0.8146,0.3607,0.5824,0.2597,0.1417,0.147,0.0302,0.0128,0.0117,0.3003,0.7284,0.719298,1219
O=C(Cc1csc(-c2ccc(Cl)cc2)n1)OCc1cccc(F)c1,0.002,0.0016,0.0012,0.0003,0.0405,0.0012,0.0016,0.0067,0.0342,0.002,0.0016,0.0032,0.0977,0.0017,0.0018,0.011,0.0128,0.0003,0.0004,0.0026,0.0809,0.0034,0.0033,0.0108,0.045,0.0019,0.0023,0.009,0.0626,0.0111,0.0067,0.0067,0.0,0.3043,0.0032,0.0,0.125,0.1727,0.1271,0.0159,0.0525,0.1942,0.3392,0.2787,0.1711,0.0417,0.0364,0.0025,0.0056,0.164,0.6418,0.826087,1217
O=C(Nc1nc(-c2ccc3c(c2)OCCO3)cs1)c1nc(Cl)c(Cl)c(Cl)c1Cl,0.0059,0.0049,0.0036,0.0013,0.4418,0.0611,0.0286,0.0184,0.0397,0.0025,0.0019,0.0035,0.4342,0.0294,0.0153,0.034,0.1937,0.0096,0.0078,0.0116,0.1151,0.0061,0.0055,0.0132,0.248,0.0243,0.0176,0.0225,0.0586,0.0103,0.0063,0.0066,0.0074,0.1981,0.0424,0.0009,0.3377,0.4544,0.3782,0.1575,0.9507,0.8095,0.2755,0.7932,0.2417,0.1716,0.0385,0.0143,0.0124,0.4887,0.713,0.837838,1216
CC(=O)N(c1nc(C=Cc2nc(C(=O)O)c(C)s2)cs1)c1ccc(F)cc1F,0.0216,0.021,0.0154,0.0057,0.5122,0.1718,0.0735,0.0205,0.0753,0.0064,0.0041,0.0052,0.5977,0.1765,0.0693,0.0516,0.0585,0.0017,0.002,0.0061,0.1221,0.0068,0.0061,0.014,0.2318,0.0212,0.016,0.0223,0.1038,0.021,0.0114,0.0091,0.0088,0.9294,0.8407,0.023,0.435,0.589,0.5811,0.1041,0.9912,0.7432,0.8296,0.766,0.6027,0.1924,0.1506,0.1154,0.0175,0.6269,0.6413,0.797753,1213
NC(=O)Cc1csc(NC(=O)CCCn2c(=O)oc3ccccc32)n1,0.0014,0.0012,0.0008,0.0002,0.413,0.1028,0.0483,0.0163,0.0438,0.0029,0.0021,0.0037,0.5298,0.17,0.0675,0.0387,0.0264,0.0006,0.0009,0.0041,0.092,0.0042,0.0041,0.0117,0.0938,0.0051,0.0052,0.0132,0.0542,0.0094,0.0059,0.0064,0.0,0.0,0.0,0.0,0.0061,0.0729,0.0057,0.0,0.0001,0.019,0.0452,0.0967,0.1003,0.1394,0.0329,0.015,0.0105,0.0385,0.764,0.8125,1211
O=C(C=Cc1csc([N+](=O)[O-])c1)c1cc2ccccc2o1,0.0011,0.0008,0.0006,0.0002,0.4036,0.0956,0.0445,0.0146,0.0576,0.0042,0.0029,0.0042,0.527,0.0847,0.0358,0.0392,0.1666,0.0075,0.0064,0.0106,0.1256,0.007,0.0063,0.0139,0.2095,0.0177,0.0136,0.0201,0.0548,0.0095,0.006,0.0064,0.0,0.0,0.0,0.0,0.3031,0.2859,0.3906,0.172,0.9396,0.7049,0.7022,0.5362,0.3377,0.1717,0.0252,0.0129,0.0121,0.4858,0.7513,0.746479,1208
Nc1nc(N)nc(CN2CCC(CCc3cccc(C(F)(F)F)c3)CC2)n1,0.0044,0.0039,0.0028,0.0008,0.2782,0.0145,0.0091,0.0152,0.0344,0.002,0.0015,0.0032,0.2776,0.0092,0.0063,0.0227,0.0321,0.0008,0.001,0.0042,0.0729,0.0028,0.0028,0.0101,0.0452,0.0018,0.0023,0.0089,0.0517,0.0088,0.0056,0.0061,0.0001,0.4901,0.0004,0.0,0.0644,0.0925,0.0288,0.0131,0.0237,0.1937,0.1198,0.3065,0.1195,0.0885,0.0593,0.0035,0.0079,0.1069,0.6953,0.837209,1204
O=C(O)COc1ccccc1C=NNc1c(F)c(F)nc(F)c1F,0.0013,0.001,0.0007,0.0002,0.3531,0.0565,0.0289,0.0144,0.0432,0.0028,0.0021,0.0037,0.5086,0.0948,0.0397,0.0362,0.0559,0.0016,0.0018,0.0057,0.1015,0.005,0.0047,0.0123,0.1872,0.0147,0.0118,0.0187,0.0772,0.0144,0.0083,0.0076,0.0,0.0,0.0,0.0,0.1806,0.3122,0.1877,0.0001,0.3037,0.4332,0.3525,0.4637,0.276,0.1476,0.0212,0.0109,0.011,0.2788,0.7558,0.775862,1202
CC(Sc1cccc[n+]1[O-])C(=O)c1ccc2c(c1)NC(=O)CO2,0.0043,0.0038,0.0028,0.0008,0.4774,0.2293,0.0987,0.016,0.0973,0.0092,0.0056,0.0059,0.5739,0.1552,0.0614,0.0463,0.0378,0.001,0.0012,0.0048,0.1873,0.0142,0.0116,0.0178,0.1952,0.0162,0.013,0.0205,0.0658,0.0118,0.0071,0.007,0.0,0.0008,0.0115,0.0,0.0316,0.0755,0.0004,0.0018,0.0001,0.0709,0.0225,0.0862,0.1636,0.1821,0.0491,0.0237,0.0132,0.0503,0.7858,0.804124,1200
O=C(CC(c1ccccc1)c1ccccc1)Nc1nc2ccc(SC(F)F)cc2s1,0.0055,0.0049,0.0035,0.0011,0.3804,0.0284,0.0159,0.0236,0.0534,0.0037,0.0026,0.004,0.4154,0.0212,0.012,0.0364,0.1453,0.0061,0.0055,0.0104,0.1513,0.009,0.0078,0.0156,0.0732,0.0034,0.0037,0.0113,0.0788,0.0146,0.0084,0.0076,0.4903,0.1894,0.0632,0.0065,0.0344,0.0966,0.0244,0.011,0.0034,0.184,0.114,0.3783,0.1758,0.1993,0.0312,0.0136,0.0129,0.1135,0.6612,0.808511,1199
O=C(NCc1cccc2ccccc12)c1c(F)ccc(O)c1F,0.0033,0.0028,0.002,0.0006,0.2193,0.012,0.0085,0.0153,0.0539,0.0038,0.0027,0.0042,0.3681,0.0166,0.01,0.0315,0.0333,0.0009,0.0011,0.0047,0.0645,0.0024,0.0025,0.01,0.0612,0.0028,0.0033,0.0109,0.0644,0.0115,0.007,0.0069,0.084,0.2052,0.0024,0.0,0.8009,0.6788,0.9682,0.9907,0.9102,0.9061,0.7786,0.833,0.6485,0.1058,0.0287,0.0044,0.0093,0.835,0.7393,0.759259,1198
