smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id
NCc1ccccc1C1CCN(c2ncnc3ccc(F)cc23)CC1,0.0025,0.0021,0.0015,0.0004,0.4348,0.0375,0.0187,0.0213,0.0624,0.0046,0.0031,0.0044,0.5067,0.0405,0.0194,0.0414,0.0358,0.0009,0.0012,0.0046,0.1549,0.0093,0.008,0.0158,0.0956,0.005,0.0051,0.0134,0.0812,0.015,0.0085,0.0076,0.0181,0.131,0.0027,0.0,0.1859,0.1138,0.0162,0.0011,0.0175,0.1712,0.1467,0.1027,0.1838,0.1547,0.0273,0.0076,0.0121,0.1043,0.7056,0.756098,275
Nc1nc2c(NCC(O)(C(F)(F)F)C(F)(F)F)ncnc2s1,0.0029,0.0024,0.0017,0.0005,0.4525,0.2077,0.0886,0.0135,0.0527,0.0037,0.0026,0.004,0.5393,0.0935,0.0386,0.0397,0.1563,0.0067,0.0059,0.0102,0.1795,0.013,0.0107,0.0172,0.1156,0.0068,0.0064,0.0144,0.0644,0.0115,0.0069,0.0069,0.0,0.001,0.0006,0.0001,0.1409,0.1935,0.0218,0.1547,0.2544,0.1324,0.3143,0.242,0.1656,0.1737,0.0385,0.018,0.0118,0.18,0.6329,0.844444,272
COc1cccc(CN(CC2CCCO2)C(=O)CCl)c1F,0.004,0.0034,0.0025,0.0008,0.2529,0.0144,0.0092,0.0139,0.0951,0.0088,0.0053,0.0055,0.4357,0.0339,0.0173,0.0343,0.158,0.0069,0.006,0.0103,0.364,0.0579,0.039,0.0281,0.3669,0.0542,0.0337,0.0301,0.1029,0.0202,0.0109,0.0086,0.0,0.0004,0.0004,0.0,0.1801,0.1284,0.0784,0.1426,0.0384,0.5873,0.1331,0.444,0.2029,0.1977,0.0222,0.0138,0.0146,0.215,0.6887,0.820225,271
Cc1ccc(O)c(CNC(Cc2csc(Cl)c2)C(=O)O)n1,0.0037,0.0031,0.0022,0.0007,0.3893,0.0466,0.0232,0.016,0.0559,0.0041,0.0028,0.0042,0.5526,0.0914,0.0379,0.0428,0.1191,0.0045,0.0042,0.0087,0.0943,0.0044,0.0042,0.0117,0.2408,0.0226,0.0166,0.0221,0.0835,0.0158,0.009,0.0079,0.0006,0.0043,0.0019,0.0004,0.283,0.2562,0.243,0.0026,0.4176,0.7233,0.4328,0.4295,0.1833,0.1711,0.0219,0.0113,0.0127,0.3301,0.6546,0.779412,269
Cc1nc2ccccc2n(CCCN(C)C(=O)CCl)c1=O,0.006,0.0053,0.0039,0.0012,0.4753,0.237,0.1009,0.0148,0.1454,0.0175,0.0097,0.0075,0.547,0.2957,0.1171,0.0416,0.5369,0.102,0.0555,0.0271,0.4553,0.118,0.0742,0.0358,0.5195,0.1591,0.0819,0.0402,0.1684,0.0396,0.0191,0.0117,0.0007,0.0359,0.0044,0.0001,0.1218,0.129,0.035,0.8466,0.1153,0.7156,0.2465,0.4864,0.2632,0.3172,0.1122,0.0518,0.02,0.3288,0.698,0.781818,268
CCCCCCOCc1cccc(Nc2nc(N)nc(N)n2)c1,0.0028,0.0023,0.0017,0.0005,0.4429,0.0516,0.0255,0.0229,0.0601,0.0044,0.003,0.0044,0.551,0.066,0.0289,0.0458,0.0564,0.0016,0.0019,0.0059,0.1935,0.0139,0.0114,0.0185,0.4076,0.0651,0.0406,0.0364,0.0956,0.0185,0.0102,0.0084,0.0002,0.0019,0.0015,0.0004,0.0137,0.0759,0.0479,0.0,0.0002,0.0297,0.0239,0.2917,0.1385,0.2011,0.025,0.0138,0.0159,0.069,0.6559,0.740741,267
Nc1nc(Cl)c(N)c(NCCCOc2ccc3ccccc3c2)n1,0.0077,0.0071,0.0051,0.0016,0.5154,0.0665,0.03,0.0251,0.0805,0.0067,0.0043,0.0052,0.5514,0.0592,0.0261,0.0449,0.1392,0.0058,0.0053,0.0104,0.3012,0.034,0.0246,0.0245,0.2796,0.028,0.02,0.0251,0.1494,0.033,0.0165,0.0109,0.0016,0.0,0.0,0.0003,0.0618,0.3385,0.5371,0.3294,0.4018,0.3985,0.218,0.5922,0.3795,0.2251,0.0267,0.0147,0.0164,0.3619,0.658,0.754098,266
O=C1N[C@H]2CN(S(=O)(=O)c3c(O)cc(Cl)cc3Cl)C[C@H]2O1,0.0077,0.0068,0.0049,0.0016,0.4759,0.1491,0.0638,0.0165,0.0723,0.006,0.0039,0.0048,0.5654,0.1033,0.0424,0.0455,0.2721,0.0177,0.013,0.0148,0.2017,0.0164,0.0131,0.0187,0.2962,0.0355,0.024,0.0259,0.0677,0.0122,0.0073,0.0071,0.0001,0.0062,0.0097,0.0087,0.0743,0.4042,0.5354,0.2087,0.6628,0.5878,0.3457,0.4379,0.2047,0.2177,0.0392,0.0202,0.016,0.3846,0.6223,0.781818,263
CC(C)COc1c(F)cccc1NC(=O)c1csc(C(=O)O)c1,0.0032,0.0027,0.002,0.0006,0.1868,0.0112,0.0086,0.0157,0.062,0.0047,0.0032,0.0047,0.4086,0.0242,0.0134,0.0344,0.0085,0.0002,0.0003,0.0021,0.1263,0.007,0.0064,0.015,0.1067,0.0066,0.0067,0.0167,0.0879,0.017,0.0096,0.0082,0.0017,0.5582,0.2192,0.0013,0.0102,0.0968,0.0016,0.0001,0.0001,0.108,0.0699,0.2423,0.1542,0.1102,0.0702,0.0299,0.011,0.0759,0.6592,0.789474,262
O=C(O)c1nc(NC2COC3(CCCCC3)C2)ncc1Cl,0.0017,0.0013,0.001,0.0003,0.4393,0.1864,0.0802,0.013,0.0476,0.0033,0.0023,0.0038,0.5198,0.2025,0.0786,0.0347,0.1146,0.0043,0.004,0.0085,0.1316,0.0076,0.0067,0.0142,0.1906,0.0148,0.0118,0.0188,0.0705,0.0128,0.0076,0.0072,0.0,0.0,0.0,0.0,0.0055,0.079,0.0008,0.0145,0.0,0.0104,0.0462,0.0845,0.0566,0.1684,0.0481,0.0214,0.0112,0.0331,0.6365,0.835294,261
COCCn1c(C(=O)N2CCC(c3ccccc3CN)CC2)cc2ccccc21,0.003,0.0025,0.0018,0.0005,0.0508,0.0015,0.0018,0.008,0.0426,0.0027,0.002,0.0036,0.3212,0.0115,0.0076,0.0286,0.0122,0.0002,0.0004,0.0026,0.1027,0.0047,0.0044,0.0124,0.0598,0.0027,0.0031,0.0107,0.0491,0.0083,0.0053,0.006,0.855,0.1775,0.0967,0.008,0.2637,0.2145,0.3218,0.5647,0.8929,0.5012,0.6291,0.3522,0.1881,0.1663,0.0235,0.0137,0.0089,0.4365,0.6145,0.795181,260
NC1CCN(c2ccnc(NCCCOCCc3ccccc3)n2)C1,0.0072,0.0068,0.0049,0.0015,0.5248,0.0658,0.0283,0.022,0.0501,0.0034,0.0024,0.004,0.5812,0.0798,0.0338,0.0504,0.0596,0.0017,0.002,0.0061,0.0938,0.0041,0.004,0.0119,0.2997,0.0311,0.0217,0.0265,0.0804,0.0148,0.0085,0.0076,0.0047,0.0085,0.0043,0.0019,0.0077,0.1758,0.0848,0.1144,0.0197,0.2106,0.0631,0.1495,0.1494,0.1891,0.024,0.0122,0.0147,0.1083,0.6067,0.761905,255
NCCN1CCC(NCCn2c3ccccc3c3ccccc32)CC1,0.0029,0.0025,0.0018,0.0005,0.5632,0.06,0.0263,0.0297,0.0856,0.0072,0.0045,0.0052,0.6548,0.1055,0.0426,0.0671,0.1957,0.0093,0.0076,0.0117,0.3281,0.039,0.0275,0.0256,0.4672,0.0881,0.0516,0.04,0.1016,0.0196,0.0106,0.0085,0.9323,0.0005,0.0003,0.0001,0.0827,0.3059,0.0236,0.1184,0.0161,0.2397,0.2588,0.2832,0.2892,0.3702,0.0368,0.0192,0.0209,0.1797,0.668,0.77551,253
N#Cc1nc(N2CCC3(CC2)OCc2ccncc23)sc1Cl,0.0028,0.0023,0.0017,0.0005,0.4225,0.2401,0.1059,0.0123,0.0594,0.0045,0.003,0.0043,0.4821,0.0751,0.0329,0.0342,0.0651,0.002,0.0022,0.0063,0.0995,0.0048,0.0045,0.0121,0.1501,0.0104,0.009,0.0168,0.048,0.0082,0.0053,0.006,0.0,0.0,0.0,0.0,0.0028,0.1717,0.0398,0.0,0.0001,0.075,0.0281,0.1754,0.0748,0.1477,0.0386,0.0183,0.0103,0.0631,0.6119,0.860759,250
CNc1nc(C)cc(N2CCc3c(cc(OC)c(OC)c3OC)C2)n1,0.0009,0.0007,0.0005,0.0001,0.4273,0.0358,0.0176,0.0189,0.0335,0.002,0.0015,0.0032,0.4641,0.0334,0.0167,0.0364,0.0456,0.0012,0.0015,0.0052,0.0841,0.0035,0.0034,0.011,0.143,0.0087,0.0079,0.0163,0.0502,0.0085,0.0054,0.0061,0.0086,0.1455,0.0392,0.0015,0.014,0.1074,0.0785,0.0001,0.0063,0.0254,0.0271,0.1529,0.1519,0.1397,0.0266,0.0104,0.011,0.0626,0.6535,0.765625,249
CC[C@@H](CO)N(Cc1ccc(C)c([N+](=O)[O-])c1)C(=O)CCl,0.0094,0.0086,0.0062,0.002,0.2302,0.0147,0.0097,0.0126,0.177,0.0246,0.0128,0.008,0.5659,0.1432,0.0579,0.0474,0.3804,0.0361,0.0232,0.0189,0.4353,0.104,0.0658,0.0335,0.4789,0.1221,0.0659,0.0381,0.1281,0.0272,0.014,0.0098,0.0,0.0022,0.0067,0.0035,0.0822,0.0787,0.0418,0.1635,0.0673,0.5125,0.0566,0.4161,0.1531,0.2672,0.0536,0.0291,0.0193,0.1746,0.6345,0.75,243
O=C(CCl)N(Cc1ccccc1C(F)(F)F)CC(O)CO,0.0054,0.0047,0.0034,0.0011,0.4003,0.0467,0.0228,0.016,0.1376,0.0159,0.0088,0.0068,0.5462,0.1766,0.0689,0.0395,0.3859,0.0362,0.0229,0.0184,0.3869,0.0707,0.0464,0.0293,0.4063,0.0726,0.0423,0.0317,0.1145,0.0234,0.0123,0.0092,0.0,0.0006,0.0006,0.0,0.0792,0.062,0.0426,0.413,0.0182,0.3585,0.1081,0.334,0.1366,0.2648,0.0497,0.0254,0.0169,0.1725,0.6702,0.8125,242
NS(=O)(=O)c1cc(C(=O)NCC2(NC(=O)CCl)CCCCC2)co1,0.0032,0.0027,0.002,0.0006,0.0712,0.0027,0.0028,0.0079,0.1188,0.0128,0.0074,0.0063,0.5298,0.1776,0.0709,0.0397,0.2331,0.0133,0.0103,0.0133,0.4154,0.094,0.0597,0.0315,0.3219,0.042,0.0272,0.0268,0.102,0.0202,0.011,0.0087,0.0,0.0001,0.0011,0.0,0.0108,0.0556,0.0038,0.0,0.0002,0.1001,0.01,0.2393,0.1029,0.1995,0.0406,0.0214,0.015,0.0581,0.6352,0.809524,238
CN(C(=O)CCl)C1CCN(c2ccc(C(F)(F)F)nc2)CC1,0.0055,0.0048,0.0035,0.0011,0.1779,0.0102,0.0075,0.0115,0.078,0.0067,0.0043,0.005,0.5095,0.1557,0.0625,0.0359,0.1755,0.0082,0.0069,0.0111,0.3141,0.0429,0.0302,0.0256,0.2567,0.0267,0.0193,0.024,0.0833,0.0157,0.0089,0.0078,0.0,0.0,0.0,0.0,0.0469,0.1436,0.0208,0.0171,0.0003,0.473,0.037,0.334,0.1796,0.1778,0.0301,0.0159,0.0136,0.1391,0.6744,0.779221,237
O=C(CCl)NC(c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cn1,0.0036,0.003,0.0022,0.0007,0.0618,0.002,0.0022,0.0078,0.1196,0.0128,0.0074,0.0063,0.5089,0.0506,0.0238,0.0428,0.3975,0.0412,0.0261,0.0202,0.4093,0.0856,0.0556,0.0322,0.3021,0.0363,0.0244,0.0262,0.1425,0.0313,0.0156,0.0104,0.0,0.0001,0.0,0.0,0.0541,0.0884,0.0028,0.0039,0.003,0.3326,0.2838,0.2409,0.1632,0.2162,0.0292,0.0175,0.0163,0.1303,0.6334,0.779661,236
NCCc1ccc(S(=O)(=O)NCC(CO)Cc2ccccc2F)cc1,0.002,0.0017,0.0012,0.0003,0.026,0.0008,0.0012,0.0065,0.0367,0.0022,0.0017,0.0033,0.1418,0.0029,0.0028,0.0164,0.0092,0.0002,0.0003,0.0022,0.0788,0.0032,0.0032,0.0107,0.0263,0.001,0.0014,0.0071,0.0561,0.0097,0.006,0.0064,0.094,0.6228,0.0808,0.0005,0.1893,0.2107,0.216,0.3614,0.4647,0.4343,0.4695,0.3727,0.2225,0.0523,0.0716,0.0109,0.0059,0.3268,0.7008,0.724138,232
O=C1CSc2nc(NC3CCc4ncsc4C3)ncc2N1,0.0013,0.001,0.0008,0.0002,0.476,0.1485,0.0619,0.0149,0.0336,0.002,0.0015,0.0032,0.5018,0.0588,0.0262,0.0364,0.0285,0.0007,0.0009,0.0039,0.07,0.0027,0.0028,0.0098,0.1121,0.0063,0.0061,0.0139,0.0437,0.0073,0.0048,0.0057,0.0,0.0,0.0,0.0,0.0677,0.1409,0.0356,0.0009,0.0253,0.0893,0.1174,0.1515,0.1412,0.1408,0.0253,0.0117,0.0098,0.0855,0.6172,0.839286,230
NS(=O)(=O)CCc1ccccc1CN1CCN(C(=O)CCl)CC1,0.0015,0.0012,0.0008,0.0002,0.0923,0.0033,0.0032,0.0088,0.0902,0.0082,0.005,0.0053,0.5306,0.1144,0.0469,0.0397,0.3628,0.0312,0.0203,0.0174,0.2547,0.0257,0.0191,0.0213,0.3186,0.0387,0.0253,0.0259,0.078,0.0144,0.0083,0.0075,0.0,0.0,0.0,0.0,0.0191,0.0491,0.0372,0.0037,0.0058,0.2232,0.1417,0.3741,0.0921,0.1921,0.0263,0.0143,0.014,0.1051,0.6057,0.807018,229
CC1CNCCC1N(C)S(=O)(=O)c1cccc2sccc12,0.0075,0.0069,0.005,0.0016,0.1743,0.0067,0.0052,0.0131,0.0262,0.0014,0.0011,0.0028,0.2145,0.0054,0.0043,0.02,0.0134,0.0003,0.0004,0.0027,0.0669,0.0025,0.0025,0.0096,0.019,0.0006,0.001,0.0058,0.0443,0.0074,0.0048,0.0057,0.0063,0.2705,0.0001,0.0,0.113,0.326,0.539,0.4437,0.7142,0.5564,0.4333,0.4112,0.3225,0.0636,0.0335,0.0027,0.0068,0.4288,0.6661,0.846154,225
CCNc1nc(C)cc(NCC2(c3ccc(OC)cc3)CCCCC2)n1,0.0072,0.0066,0.0047,0.0015,0.4102,0.0276,0.0142,0.0196,0.047,0.0031,0.0022,0.0038,0.4675,0.0306,0.0157,0.0381,0.0398,0.001,0.0013,0.0048,0.0889,0.0037,0.0036,0.0113,0.1505,0.0093,0.0083,0.0167,0.0853,0.0159,0.009,0.0078,0.8651,0.1174,0.0717,0.0154,0.3863,0.4507,0.6232,0.3487,0.5966,0.3581,0.5772,0.6891,0.3851,0.2402,0.0239,0.0145,0.0132,0.4905,0.6927,0.820896,221
CSc1cccc(Oc2ccc(Oc3ccccc3)cc2)c1[N+](=O)[O-],0.0028,0.0023,0.0017,0.0005,0.4801,0.0949,0.042,0.0193,0.0765,0.0063,0.004,0.0049,0.5808,0.0889,0.0368,0.0482,0.1726,0.008,0.0069,0.0113,0.1811,0.0128,0.0105,0.0173,0.2627,0.0262,0.0189,0.0241,0.0841,0.0157,0.0089,0.0077,0.0,0.0053,0.0031,0.0002,0.0909,0.2864,0.2308,0.6072,0.8252,0.4368,0.5794,0.5067,0.193,0.2045,0.0289,0.0148,0.0148,0.4174,0.702,0.724138,220
Clc1ccccc1Oc1cccc(CNC2CCC3CNCC3C2)c1,0.0065,0.0059,0.0042,0.0013,0.5442,0.0627,0.0272,0.0254,0.0743,0.0059,0.0038,0.0048,0.598,0.0734,0.0308,0.0516,0.1767,0.0079,0.0067,0.0109,0.2864,0.0294,0.0214,0.0228,0.347,0.042,0.0274,0.0286,0.1199,0.0243,0.0126,0.0093,0.7489,0.1821,0.0057,0.0001,0.5579,0.6149,0.9357,0.9974,0.8931,0.8382,0.6749,0.6919,0.5106,0.3225,0.0482,0.0155,0.0172,0.7461,0.6528,0.819672,218
Cc1c(Cl)cccc1N1CCN(C(=O)c2sc3ccccc3c2C(=O)O)CC1,0.0043,0.0037,0.0027,0.0008,0.0512,0.0017,0.0021,0.0088,0.0354,0.0021,0.0016,0.0034,0.2033,0.0052,0.0043,0.0202,0.0079,0.0001,0.0003,0.002,0.0449,0.0014,0.0016,0.0079,0.0284,0.0011,0.0015,0.0074,0.0507,0.0087,0.0055,0.0061,0.1233,0.1673,0.0617,0.0059,0.0304,0.3692,0.5676,0.1389,0.3232,0.671,0.2331,0.3307,0.2798,0.061,0.0213,0.009,0.0069,0.3271,0.6254,0.758621,217
c1ccc(CCCC2CCCN(C3=NCCN3Cc3ccccc3)C2)cc1,0.0041,0.0035,0.0025,0.0008,0.3654,0.0239,0.0129,0.0171,0.0287,0.0016,0.0012,0.0029,0.437,0.0275,0.0143,0.0335,0.1094,0.0038,0.0037,0.0081,0.1023,0.0047,0.0044,0.0121,0.2191,0.017,0.0132,0.0205,0.0595,0.0103,0.0063,0.0065,0.0088,0.1377,0.0069,0.0001,0.0672,0.2554,0.3624,0.9557,0.7286,0.1555,0.359,0.1797,0.2934,0.1483,0.0256,0.0073,0.0113,0.373,0.6016,0.833333,216
CN(c1nc(Cl)c(C#N)s1)[C@@H]1CCO[C@H]1c1cccnc1,0.0185,0.0182,0.0132,0.0046,0.2548,0.6445,0.3664,0.004,0.0683,0.0055,0.0036,0.0047,0.4019,0.4906,0.2168,0.0235,0.359,0.0315,0.0207,0.018,0.2492,0.0254,0.0191,0.0212,0.3582,0.0548,0.0336,0.0287,0.0858,0.0164,0.0093,0.008,0.0,0.0023,0.0011,0.0,0.0441,0.1533,0.0542,0.0016,0.0078,0.2895,0.2106,0.3267,0.0999,0.1995,0.1432,0.076,0.0125,0.132,0.6576,0.834711,215
COc1cc(C(=O)NC(Cc2ccccc2O)C(=O)O)cc(F)c1F,0.0054,0.0047,0.0034,0.0011,0.1374,0.0062,0.0056,0.0161,0.0614,0.0046,0.0032,0.0046,0.488,0.0358,0.0197,0.0579,0.0184,0.0004,0.0006,0.0033,0.1418,0.0086,0.0078,0.017,0.0831,0.0048,0.0053,0.0153,0.1169,0.0245,0.013,0.0097,0.7356,0.1058,0.0614,0.0873,0.1829,0.1932,0.6051,0.0354,0.4869,0.5101,0.4001,0.5623,0.1725,0.1987,0.0217,0.0133,0.0236,0.3498,0.6016,0.770492,211
O=C(O)c1cc(-c2cc(F)c(O)c(F)c2)c2ccccc2c1O,0.006,0.0052,0.0038,0.0012,0.2569,0.0167,0.0122,0.0273,0.4455,0.2122,0.1317,0.0687,0.6259,0.0881,0.0455,0.12,0.0534,0.0017,0.0021,0.0072,0.4968,0.1738,0.1389,0.1119,0.3208,0.0499,0.0384,0.0487,0.2441,0.0718,0.0332,0.0173,0.0021,0.0934,0.025,0.0009,0.8242,0.6939,0.936,0.9934,0.998,0.955,0.9498,0.8955,0.786,0.2724,0.0792,0.0479,0.0448,0.8924,0.7368,0.754098,210
CON(CCNC(=O)c1cccc(Cl)c1O)C(=O)OC(C)(C)C,0.0065,0.0059,0.0042,0.0013,0.4776,0.1554,0.0664,0.0164,0.0711,0.0057,0.0037,0.0048,0.5566,0.1039,0.0424,0.043,0.242,0.0143,0.0109,0.0139,0.1742,0.0121,0.0101,0.0173,0.153,0.0106,0.0093,0.0177,0.0638,0.0114,0.0069,0.0068,0.0,0.0009,0.0001,0.0,0.2116,0.253,0.4525,0.6527,0.939,0.742,0.3701,0.5634,0.1587,0.1939,0.0356,0.0171,0.0135,0.4826,0.6183,0.810345,209
Nc1nc2cnc(N3CC4CCCC(C3)C(=O)N4)nc2s1,0.0017,0.0013,0.001,0.0003,0.4646,0.1677,0.0705,0.0141,0.0315,0.0018,0.0014,0.0031,0.5372,0.1043,0.0425,0.039,0.025,0.0006,0.0008,0.0037,0.057,0.002,0.0021,0.0088,0.1571,0.0106,0.0091,0.017,0.0495,0.0084,0.0054,0.0061,0.0,0.0015,0.0032,0.0003,0.052,0.08,0.0176,0.0159,0.0089,0.04,0.0555,0.1139,0.1978,0.1471,0.0331,0.0151,0.0103,0.0646,0.6051,0.842105,207
COCC1(CNc2cc(C)nc(N(C)c3ccccc3)n2)CCOCC1,0.0035,0.0031,0.0022,0.0007,0.2887,0.0163,0.0103,0.0183,0.0362,0.0022,0.0016,0.0033,0.41,0.0219,0.0124,0.0353,0.0239,0.0005,0.0008,0.0037,0.0742,0.0029,0.0029,0.0104,0.1144,0.0065,0.0063,0.0151,0.0557,0.0096,0.006,0.0064,0.1286,0.1396,0.0696,0.0588,0.0231,0.2761,0.014,0.0006,0.0196,0.1822,0.2472,0.2505,0.1639,0.1262,0.0225,0.0125,0.0169,0.1308,0.6173,0.83871,205
COc1cc(CN(C(=O)CCl)[C@@H]2COC[C@H]2OC)ccc1Cl,0.0056,0.0049,0.0035,0.0011,0.4684,0.0931,0.0401,0.0159,0.147,0.0177,0.0096,0.0069,0.5324,0.1783,0.0699,0.0377,0.4714,0.0614,0.0351,0.0213,0.4154,0.086,0.0545,0.03,0.5308,0.1735,0.0865,0.0384,0.1292,0.0271,0.0138,0.0097,0.0,0.0051,0.0013,0.0,0.1165,0.1226,0.1363,0.0654,0.1983,0.6231,0.0692,0.47,0.2077,0.3,0.0719,0.0349,0.0179,0.2232,0.6438,0.754098,202
CC1(C)Cc2cccc(N(Cc3cncs3)C(=O)CCl)c2O1,0.004,0.0034,0.0025,0.0007,0.4795,0.1038,0.044,0.0161,0.1012,0.0097,0.0059,0.0058,0.5741,0.139,0.0554,0.0466,0.3399,0.0273,0.0183,0.0169,0.4424,0.1037,0.0659,0.0345,0.3839,0.0605,0.0366,0.0306,0.1539,0.0347,0.0171,0.0109,0.0001,0.0075,0.0026,0.0001,0.1648,0.1438,0.0138,0.0009,0.0,0.2522,0.0444,0.4146,0.2569,0.2754,0.0544,0.0276,0.018,0.1435,0.611,0.835052,201
C[C@H](N)c1csc(NC(=O)[C@@H]2CNC[C@H]2c2ccc(Cl)cc2)n1,0.0069,0.0064,0.0046,0.0014,0.5331,0.0598,0.0266,0.0263,0.1039,0.01,0.006,0.0061,0.6416,0.0949,0.0404,0.0722,0.0478,0.0013,0.0016,0.0054,0.1661,0.0106,0.0089,0.0163,0.1586,0.0106,0.0092,0.0178,0.1087,0.0218,0.0117,0.0091,0.214,0.01,0.0055,0.0105,0.1162,0.2871,0.2964,0.0002,0.0119,0.7051,0.0859,0.5414,0.3577,0.2201,0.025,0.0127,0.0183,0.2669,0.6659,0.78481,200
O=C(C(F)Cl)N1CCC2(CC1)Cc1ccccc1NC2=O,0.0027,0.0021,0.0016,0.0005,0.4652,0.1261,0.0544,0.016,0.101,0.0098,0.0058,0.0057,0.5431,0.241,0.0926,0.0378,0.1756,0.0082,0.007,0.0112,0.2541,0.0257,0.0192,0.0216,0.3464,0.0487,0.0306,0.028,0.0686,0.0124,0.0073,0.007,0.0,0.0,0.0,0.0,0.029,0.107,0.0104,0.0002,0.0003,0.0478,0.0294,0.076,0.0762,0.2174,0.0527,0.0243,0.0142,0.0418,0.6743,0.810345,194
N#Cc1nccnc1Oc1ccc(NC(=O)C(F)Cl)cc1,0.0026,0.0021,0.0016,0.0005,0.4218,0.2628,0.1155,0.0118,0.0978,0.0094,0.0057,0.0057,0.4408,0.4383,0.1854,0.0268,0.5652,0.1268,0.0649,0.0262,0.2735,0.0313,0.0228,0.0225,0.4565,0.1072,0.0577,0.0342,0.1036,0.0207,0.0112,0.0088,0.0,0.0,0.0,0.0,0.0994,0.1833,0.2426,0.0215,0.0309,0.3443,0.4757,0.4306,0.2177,0.2624,0.111,0.0517,0.0152,0.2273,0.6278,0.811321,193
O=C(Nc1ccc2oc(C(F)(F)F)cc(=O)c2c1)C(F)Cl,0.0048,0.0041,0.003,0.001,0.3645,0.0503,0.0256,0.0152,0.0872,0.0079,0.0049,0.0053,0.5433,0.1471,0.058,0.0391,0.2471,0.0148,0.0112,0.0138,0.1797,0.0133,0.0109,0.0173,0.2479,0.0245,0.0177,0.0224,0.0751,0.0139,0.0081,0.0074,0.0,0.0001,0.0002,0.0,0.0595,0.351,0.0753,0.0005,0.0093,0.4582,0.2831,0.4517,0.3423,0.1944,0.0307,0.0155,0.0135,0.2256,0.6303,0.833333,192
Cc1cccc(Cc2cnc(NC(=O)CN3CCc4sc(CN)nc4C3)s2)c1,0.0022,0.0019,0.0014,0.0004,0.458,0.0451,0.0229,0.0276,0.1186,0.0122,0.0071,0.0065,0.6426,0.1018,0.0453,0.0855,0.0523,0.0015,0.0018,0.006,0.2553,0.0241,0.0184,0.0224,0.3342,0.041,0.0272,0.029,0.1629,0.0374,0.0184,0.0118,0.0196,0.0176,0.0056,0.0008,0.0097,0.0792,0.0037,0.0,0.0003,0.0294,0.0827,0.2063,0.1266,0.2273,0.0314,0.0164,0.0211,0.0598,0.631,0.795455,187
CC(C)(CNC(=O)Cc1csc(C2CCNCC2)n1)c1c(Cl)cccc1Cl,0.0048,0.0043,0.0031,0.0009,0.3342,0.0209,0.0122,0.0191,0.0403,0.0025,0.0019,0.0035,0.4403,0.0256,0.014,0.039,0.0184,0.0004,0.0006,0.0032,0.1433,0.0082,0.0072,0.0152,0.07,0.0033,0.0037,0.0116,0.0655,0.0116,0.007,0.0069,0.0422,0.1674,0.0725,0.0129,0.1879,0.3119,0.3897,0.4388,0.0664,0.7118,0.3634,0.4351,0.2956,0.1288,0.0271,0.0136,0.0125,0.3556,0.609,0.79798,186
COc1cc(C(F)(F)F)ccc1-c1nc(CN2CCN(c3cc(C)nc(N(C)C)n3)CC2)cs1,0.0014,0.0012,0.0008,0.0002,0.2065,0.0096,0.0068,0.0132,0.0189,0.0009,0.0008,0.0024,0.2549,0.008,0.0057,0.0214,0.01,0.0002,0.0003,0.0023,0.0161,0.0003,0.0004,0.0044,0.0233,0.0008,0.0012,0.0063,0.0371,0.0061,0.0041,0.0053,0.0043,0.8068,0.0007,0.0,0.1755,0.404,0.8172,0.0865,0.168,0.4014,0.2332,0.4913,0.2975,0.0636,0.0926,0.0023,0.0062,0.3416,0.6085,0.823529,182
Clc1ccc2nc(CSc3nc4cncnc4s3)cn2c1,0.0029,0.0025,0.0018,0.0005,0.4556,0.186,0.0806,0.0151,0.0892,0.0081,0.005,0.0053,0.5417,0.1051,0.043,0.0405,0.0886,0.003,0.003,0.0074,0.1174,0.0063,0.0057,0.0133,0.2165,0.0187,0.0143,0.0205,0.067,0.0121,0.0072,0.007,0.0,0.0,0.0001,0.0,0.0058,0.1355,0.0197,0.0001,0.0064,0.0558,0.0251,0.0825,0.1287,0.1754,0.038,0.0178,0.0122,0.0511,0.67,0.842105,179
